code,date,open,high,low,close,quote volume,volume
600760,2020/1/2,22.4241,22.7126,22.1919,22.3748,"8,138,775","259,471,132"
600760,2020/1/3,22.4311,23.177,22.2623,23.0503,"16,751,728","543,653,168"
600760,2020/1/6,23.5217,24.0635,23.1981,23.3247,"17,125,229","572,508,496"
600760,2020/1/7,23.2332,23.6062,22.9377,23.3388,"8,738,074","290,171,120"
600760,2020/1/8,23.9369,24.0424,23.1699,23.5851,"15,494,704","521,662,368"
600760,2020/1/9,22.9377,23.0081,22.593,22.797,"10,090,357","327,110,464"
600760,2020/1/10,22.7266,22.9237,22.1638,22.4945,"12,117,895","387,043,568"
600760,2020/1/13,22.7266,22.7266,22.2482,22.4593,"5,772,752","183,675,848"
600760,2020/1/14,22.4593,22.6141,22.023,22.0653,"8,325,283","263,459,006"
600760,2020/1/15,22.0512,22.1075,21.5516,21.6712,"9,487,001","293,110,784"
600760,2020/1/16,21.7275,22.0301,21.4742,21.5164,"9,030,288","278,726,480"
600760,2020/1/17,21.5305,21.7275,21.3476,21.6079,"6,717,747","206,071,177"
600760,2020/1/20,21.5938,22.023,21.5305,21.8753,"7,497,165","232,202,943"
600760,2020/1/21,21.8823,21.8823,21.0239,21.1365,"12,703,562","384,503,584"
600760,2020/1/22,21.1083,21.1646,20.6369,21.038,"7,141,440","212,040,410"
600760,2020/1/23,20.7565,21.2491,20.264,20.4047,"9,004,640","264,443,576"
600760,2020/2/3,18.3643,18.512,18.3643,18.3643,"10,939,545","285,728,368"
600760,2020/2/4,17.5903,18.7583,17.5903,18.6598,"14,098,231","369,324,944"
600760,2020/2/5,18.6527,19.5041,18.6176,18.8146,"13,573,861","366,785,648"
600760,2020/2/6,18.892,19.293,18.6527,19.1804,"11,456,514","310,263,648"
600760,2020/2/7,19.1734,19.3141,18.9131,19.279,"11,485,942","311,504,272"
600760,2020/2/10,19.2086,19.5674,19.103,19.5604,"11,328,253","310,718,592"
600760,2020/2/11,19.6308,19.6659,19.2438,19.2578,"10,676,772","293,870,944"
600760,2020/2/12,19.2578,19.2649,18.9975,19.2227,"12,243,611","332,914,464"
600760,2020/2/13,19.3141,19.4197,18.8709,18.9271,"13,996,248","380,130,112"
600760,2020/2/14,18.906,19.096,18.7935,18.9553,"10,093,229","271,730,672"
600760,2020/2/17,19.1382,20.8128,19.1382,20.7354,"28,683,395","817,908,784"
600760,2020/2/18,20.9676,21.0732,20.0529,20.2781,"26,491,341","770,383,648"
600760,2020/2/19,20.0177,20.6721,19.7715,20.1655,"20,227,318","582,278,176"
600760,2020/2/20,20.2007,20.3907,19.8418,20.3203,"16,245,758","464,599,072"
600760,2020/2/21,20.3414,20.651,20.1936,20.6228,"20,823,412","604,601,840"
600760,2020/2/24,20.6158,21.0943,20.3344,20.9817,"20,727,483","609,387,536"
600760,2020/2/25,20.5455,20.7284,19.8489,20.4118,"18,589,784","538,665,072"
600760,2020/2/26,20.1233,21.0661,19.9263,20.5595,"23,905,708","701,877,872"
600760,2020/2/27,20.6158,20.9676,20.074,20.4469,"16,371,601","477,290,176"
600760,2020/2/28,19.877,20.1796,19.1734,19.5604,"20,215,747","565,080,160"
600760,2020/3/2,19.6167,20.2288,19.3986,20.0248,"13,945,611","394,652,704"
600760,2020/3/3,20.2288,20.9113,20.1162,20.3555,"19,912,497","581,440,064"
600760,2020/3/4,20.2007,20.7495,20.1303,20.5525,"12,463,744","362,906,704"
600760,2020/3/5,20.7073,20.8128,20.4047,20.5736,"14,171,188","414,011,696"
600760,2020/3/6,20.2781,20.6017,20.2781,20.3484,"9,858,413","286,112,640"
600760,2020/3/9,20.067,20.1655,19.286,19.4126,"16,268,351","454,572,080"
600760,2020/3/10,19.1734,19.8629,19.0468,19.8629,"11,040,815","305,920,464"
600760,2020/3/11,20.658,21.8471,20.5666,21.8471,"58,284,407","1,785,804,656"
600760,2020/3/12,21.3194,22.3748,21.0309,21.622,"44,005,953","1,357,005,808"
600760,2020/3/13,21.1083,22.1497,20.6158,21.629,"30,843,033","944,903,360"
600760,2020/3/16,21.7346,22.1497,20.7847,20.8902,"24,454,036","748,593,936"
600760,2020/3/17,21.1083,21.4953,19.4971,19.9896,"22,498,691","647,109,728"
600760,2020/3/18,20.1866,20.2922,19.1171,19.1171,"21,939,097","617,506,096"
600760,2020/3/19,19.103,19.4056,18.7161,19.279,"14,458,500","392,975,552"
600760,2020/3/20,19.49,19.5182,18.9834,19.2016,"12,528,029","342,240,512"
600760,2020/3/23,18.6457,19.103,18.6246,18.7161,"10,107,089","271,381,728"
600760,2020/3/24,19.0819,19.3282,18.4628,19.3212,"13,242,978","357,124,864"
600760,2020/3/25,19.49,19.5463,19.2297,19.5252,"10,429,080","287,735,760"
600760,2020/3/26,19.3563,19.6378,19.2438,19.3915,"7,016,310","193,493,125"
600760,2020/3/27,19.5674,19.9826,19.4408,19.687,"9,722,822","272,089,200"
600760,2020/3/30,19.49,20.7565,19.4197,20.3695,"16,843,469","481,257,584"
600760,2020/3/31,20.3484,20.5103,19.9896,20.1444,"10,737,081","308,490,304"
600760,2020/4/1,20.0529,20.1655,19.5745,19.6096,"9,359,364","263,838,009"
600760,2020/4/2,19.4971,19.9122,19.4971,19.8911,"5,804,052","163,197,081"
600760,2020/4/3,19.8418,20.2992,19.7926,19.9403,"6,742,608","192,078,370"
600760,2020/4/7,20.2499,21.1787,20.1585,21.1646,"19,590,216","576,570,080"
600760,2020/4/8,20.8832,21.7416,20.8269,21.5305,"18,800,339","570,509,248"
600760,2020/4/9,21.6642,22.0019,21.3968,21.812,"17,178,815","531,033,120"
600760,2020/4/10,21.812,22.2763,21.6712,22.0582,"18,538,589","578,288,880"
600760,2020/4/13,21.8823,22.41,21.5235,22.009,"12,565,264","391,920,176"
600760,2020/4/14,22.0582,22.2552,21.812,22.1638,"11,499,730","360,316,704"
600760,2020/4/15,22.2974,22.41,21.6712,22.016,"11,258,795","353,677,104"
600760,2020/4/16,21.8331,24.1128,21.812,23.3247,"31,038,716","1,022,175,584"
600760,2020/4/17,23.1066,23.2544,21.826,21.8823,"25,746,403","822,631,536"
600760,2020/4/20,21.8964,22.1708,21.636,22.0301,"13,727,419","428,102,352"
600760,2020/4/21,21.8471,22.4945,21.8331,22.0793,"13,236,357","415,851,104"
600760,2020/4/22,21.9527,22.2693,21.5798,22.0793,"8,245,692","257,371,870"
600760,2020/4/23,21.9738,22.6211,21.812,22.1567,"13,415,555","424,633,328"
600760,2020/4/24,22.1638,22.3256,21.6431,22.0301,"11,638,268","363,031,744"
600760,2020/4/27,22.3748,22.8674,22.0371,22.3186,"22,657,282","722,743,600"
600760,2020/4/28,22.3397,23.3951,21.8331,23.184,"25,455,022","826,438,944"
600760,2020/4/29,22.9729,23.6413,22.9237,23.4865,"16,413,693","544,720,480"
600760,2020/4/30,23.3599,24.0072,23.2332,23.5639,"16,819,732","567,491,392"
600760,2020/5/6,23.5428,24.6686,23.5428,24.4857,"18,758,664","646,096,624"
600760,2020/5/7,24.4223,24.4927,23.9439,24.2042,"10,974,529","378,451,056"
600760,2020/5/8,24.2887,24.5912,24.0635,24.169,"11,898,220","411,315,088"
600760,2020/5/11,24.3661,25.0415,24.2816,24.556,"12,898,988","452,147,344"
600760,2020/5/12,24.6053,24.8234,24.155,24.4505,"9,889,977","343,393,696"
600760,2020/5/13,24.2605,24.6968,24.1902,24.6194,"7,935,847","276,529,488"
600760,2020/5/14,24.5912,24.8727,24.2535,24.7108,"9,261,989","323,483,568"
600760,2020/5/15,24.6264,24.6968,24.1198,24.3801,"10,391,270","359,986,640"
600760,2020/5/18,24.3801,25.4215,24.3098,25.0486,"16,535,889","590,630,976"
600760,2020/5/19,25.0486,25.2948,24.8023,25.2667,"9,713,855","345,723,712"
600760,2020/5/20,25.1611,25.3722,23.7117,24.0213,"20,577,919","712,125,824"
600760,2020/5/21,24.0565,24.345,23.8172,23.9369,"12,403,253","424,086,848"
600760,2020/5/22,23.8524,24.0987,23.0292,23.0714,"11,966,954","399,354,896"
600760,2020/5/25,23.1629,23.571,23.0011,23.1981,"8,490,796","281,308,080"
600760,2020/5/26,23.3388,23.4232,23.0785,23.3388,"7,411,775","245,110,733"
600760,2020/5/27,23.2262,23.5077,23.1207,23.2473,"7,418,077","245,483,178"
600760,2020/5/28,23.2755,23.4021,22.8252,23.4021,"9,462,999","311,435,552"
600760,2020/5/29,23.4021,23.6413,23.191,23.6413,"8,024,650","267,149,583"
600760,2020/6/1,23.4303,24.0283,23.2403,23.9298,"11,725,004","395,822,400"
600760,2020/6/2,23.8454,24.2324,23.6413,23.6906,"7,478,605","253,901,793"
600760,2020/6/3,23.6976,23.8454,23.2684,23.4373,"8,314,608","278,369,952"
600760,2020/6/4,23.5006,23.5499,22.9377,22.9799,"9,816,228","323,289,072"
600760,2020/6/5,22.9799,23.1136,22.7407,22.9096,"4,810,723","156,534,255"
600760,2020/6/8,23.0151,23.5217,22.5859,23.1981,"11,378,745","373,264,704"
600760,2020/6/9,23.2192,23.2825,22.6563,23.0503,"8,684,534","283,424,208"
600760,2020/6/10,23.0011,23.1629,22.6563,22.9659,"7,998,145","259,976,246"
600760,2020/6/11,22.9729,23.0714,22.6563,22.8111,"7,007,788","228,137,892"
600760,2020/6/12,22.5789,22.9729,22.4171,22.9729,"7,937,771","256,925,286"
600760,2020/6/15,22.9307,22.9307,22.4311,22.4311,"7,563,911","243,532,246"
600760,2020/6/16,22.5226,22.9096,22.5226,22.797,"8,024,944","259,387,513"
600760,2020/6/17,23.184,23.7539,22.9377,23.5077,"17,568,658","584,951,024"
600760,2020/6/18,23.2262,23.2544,22.5085,22.7126,"14,407,207","465,470,144"
600760,2020/6/19,22.655,22.7398,22.5348,22.7256,"8,142,118","260,707,181"
600760,2020/6/22,22.7186,22.867,22.6196,22.8458,"8,271,998","266,346,736"
600760,2020/6/23,22.8175,23.1215,22.6196,23.1144,"8,718,955","282,134,192"
600760,2020/6/24,23.1144,23.1144,22.7256,22.7963,"7,041,307","227,804,480"
600760,2020/6/29,22.6903,23.2911,22.556,23.0649,"9,307,129","302,709,152"
600760,2020/6/30,23.1073,23.2911,22.9589,23.1992,"8,477,488","277,698,480"
600760,2020/7/1,23.3265,23.892,23.1144,23.892,"15,726,575","522,264,576"
600760,2020/7/2,23.9273,23.9273,23.6375,23.7435,"12,988,644","436,400,720"
600760,2020/7/3,23.8778,25.341,23.7859,24.8957,"25,846,467","903,664,320"
600760,2020/7/6,25.3764,27.3839,25.3764,27.3839,"28,138,099","1,075,764,128"
600760,2020/7/7,28.7693,30.1194,28.423,30.1194,"25,667,441","1,066,718,304"
600760,2020/7/8,31.625,33.1307,31.2433,33.1307,"27,090,077","1,247,938,704"
600760,2020/7/9,36.4458,36.4458,36.4458,36.4458,"3,021,109","155,768,380"
600760,2020/7/10,40.0933,40.0933,40.0933,40.0933,"8,391,490","475,965,312"
600760,2020/7/13,38.8775,42.3269,36.1772,41.3515,"79,636,567","4,369,316,864"
600760,2020/7/14,40.2912,45.4866,39.9448,41.7332,"74,467,491","4,464,470,528"
600760,2020/7/15,42.2068,43.8396,38.6654,40.4962,"59,840,479","3,543,923,232"
600760,2020/7/16,39.2662,41.7261,36.6014,38.213,"53,942,422","3,022,328,368"
600760,2020/7/17,38.524,42.0371,36.8982,42.0371,"55,323,777","3,170,242,176"
600760,2020/7/20,43.6841,46.243,43.5427,46.243,"17,992,156","1,152,175,840"
600760,2020/7/21,49.7631,50.8234,42.8783,43.0055,"75,968,691","4,918,441,984"
600760,2020/7/22,42.4047,45.5149,42.4047,43.6417,"59,506,312","3,714,663,712"
600760,2020/7/23,44.5041,48.0031,42.7581,48.0031,"67,866,270","4,418,942,208"
600760,2020/7/24,49.2189,52.6613,45.9461,46.5116,"79,536,085","5,624,794,880"
600760,2020/7/27,45.317,48.5473,42.1644,46.6176,"52,474,483","3,346,061,616"
600760,2020/7/28,45.522,47.6214,44.2001,45.0625,"34,487,175","2,227,173,632"
600760,2020/7/29,44.5324,46.25,43.6417,45.734,"37,441,027","2,385,796,144"
600760,2020/7/30,45.5856,48.0101,44.2072,46.3349,"42,506,329","2,757,418,944"
600760,2020/7/31,46.0521,46.3349,44.4829,45.1897,"30,118,600","1,928,846,352"
600760,2020/8/3,45.8401,49.438,44.8999,48.6251,"48,370,324","3,268,693,936"
600760,2020/8/4,47.3669,47.6426,45.0978,45.0978,"40,992,077","2,667,293,680"
600760,2020/8/5,44.4475,46.7802,43.8326,45.7694,"33,247,891","2,151,816,688"
600760,2020/8/6,45.5927,50.3498,45.5078,50.3498,"63,596,725","4,405,234,176"
600760,2020/8/7,48.7735,54.7748,47.1195,51.8837,"61,493,100","4,360,990,208"
600760,2020/8/10,50.9365,55.6301,49.127,49.1623,"51,654,670","3,794,724,848"
600760,2020/8/11,47.7839,50.7528,46.8297,47.9253,"34,128,969","2,342,007,552"
600760,2020/8/12,47.3598,49.127,44.9989,46.4126,"32,240,299","2,139,178,496"
600760,2020/8/13,46.6388,47.5012,45.5078,45.8471,"27,108,390","1,788,694,224"
600760,2020/8/14,45.2322,48.2222,44.8151,46.759,"30,366,724","2,010,358,016"
600760,2020/8/17,46.6529,48.6887,45.6633,48.0949,"29,964,713","2,010,054,656"
600760,2020/8/18,47.6143,49.848,47.5719,48.1162,"26,601,178","1,824,536,304"
600760,2020/8/19,47.6355,47.7769,45.3665,45.4725,"25,551,866","1,679,045,392"
600760,2020/8/20,45.2392,45.9319,42.1997,42.3482,"34,742,919","2,137,510,656"
600760,2020/8/21,43.0412,43.6491,42.0375,42.6878,"22,156,288","1,343,558,224"
600760,2020/8/24,43.0836,43.6774,42.1082,42.8574,"13,294,308","804,075,024"
600760,2020/8/25,42.8716,43.0342,40.6803,41.1398,"22,869,956","1,341,673,904"
600760,2020/8/26,41.4225,42.0516,40.2067,40.5319,"14,512,955","841,651,664"
600760,2020/8/27,40.9772,41.3306,40.3622,40.9277,"13,106,465","757,994,512"
600760,2020/8/28,41.1889,42.6238,40.6587,41.4222,"21,544,462","1,261,411,712"
600760,2020/8/31,41.4575,42.949,40.6446,41.7403,"28,170,981","1,671,943,184"
600760,2020/9/1,41.9594,43.2317,41.4999,42.5531,"29,923,881","1,803,831,728"
600760,2020/9/2,42.4825,42.4895,40.3619,40.6446,"24,485,463","1,426,432,736"
600760,2020/9/3,40.2841,40.6093,39.2874,40.2205,"19,219,686","1,082,949,664"
600760,2020/9/4,39.5843,40.8001,39.4854,40.475,"13,589,552","774,247,456"
600760,2020/9/7,40.475,40.475,38.7432,38.9835,"13,298,288","742,999,056"
600760,2020/9/8,38.9835,39.7257,38.5311,39.5985,"10,733,237","594,144,320"
600760,2020/9/9,38.8845,42.3411,38.7856,40.9698,"26,719,948","1,535,708,112"
600760,2020/9/10,40.8567,40.8708,39.0047,39.0471,"15,313,387","866,320,528"
600760,2020/9/11,38.7432,39.3581,37.2941,38.0787,"20,180,317","1,085,987,808"
600760,2020/9/14,38.0787,38.517,37.3648,37.5556,"13,236,383","708,280,080"
600760,2020/9/15,37.6404,38.2413,37.3577,38.107,"11,048,198","591,268,080"
600760,2020/9/16,38.1565,38.319,37.393,37.4779,"8,820,142","470,584,672"
600760,2020/9/17,37.6263,38.2483,36.8629,37.6758,"10,595,304","562,806,944"
600760,2020/9/18,38.0292,39.3369,37.8172,39.2167,"18,519,262","1,019,362,608"
600760,2020/9/21,40.1074,42.8147,40.0791,41.2808,"30,253,872","1,781,996,256"
600760,2020/9/22,40.3336,40.5244,39.245,39.5278,"14,736,820","827,940,512"
600760,2020/9/23,39.2804,39.9236,38.5947,39.6479,"9,665,260","536,201,344"
600760,2020/9/24,39.0259,39.4005,38.0575,38.1777,"9,423,111","514,433,232"
600760,2020/9/25,38.4533,38.934,38.0222,38.0999,"8,024,944","435,344,512"
600760,2020/9/28,38.0292,38.8633,37.7253,38.2413,"7,958,902","431,400,432"
600760,2020/9/29,38.8068,40.8425,38.5876,40.5103,"20,430,617","1,159,214,048"
600760,2020/9/30,40.5739,40.7718,39.6762,40.4962,"11,234,196","640,709,664"
600760,2020/10/9,40.998,41.1677,40.0508,41.1677,"14,176,070","815,592,016"
600760,2020/10/12,41.8816,45.2392,41.3727,43.67,"29,516,175","1,809,232,624"
600760,2020/10/13,43.1186,44.1082,42.7652,44.0093,"13,811,273","847,890,432"
600760,2020/10/14,44.6172,46.7943,44.2637,45.5573,"27,607,382","1,779,336,624"
600760,2020/10/15,45.0554,46.3349,45.0554,45.3453,"16,040,332","1,037,457,312"
600760,2020/10/16,45.2392,45.8047,42.7652,42.949,"17,390,174","1,076,375,712"
600760,2020/10/19,43.4226,43.5781,42.4613,43.154,"11,145,569","681,013,328"
600760,2020/10/20,43.1186,43.3307,41.8746,43.1186,"12,269,374","740,272,624"
600760,2020/10/21,43.0621,43.2317,40.9627,41.3161,"14,020,983","830,250,320"
600760,2020/10/22,41.2101,41.2667,39.7257,41.0334,"9,166,982","525,781,168"
600760,2020/10/23,41.0334,41.4858,39.3793,39.5278,"8,729,740","497,926,864"
600760,2020/10/26,39.5631,40.3407,39.139,40.2841,"7,646,155","431,858,464"
600760,2020/10/27,39.9377,40.7012,39.5914,40.3972,"8,515,869","483,576,416"
600760,2020/10/28,40.475,40.4891,39.2309,40.2629,"8,116,602","457,539,248"
600760,2020/10/29,39.5843,40.0226,39.2662,39.9236,"7,721,999","433,449,024"
600760,2020/10/30,40.6658,41.3515,36.4034,36.6367,"26,223,745","1,428,069,120"
600760,2020/11/2,36.3822,37.3789,35.6966,37.1598,"14,479,260","755,985,952"
600760,2020/11/3,37.1598,38.3402,36.9689,38.0999,"11,278,881","603,007,552"
600760,2020/11/4,38.0858,40.3831,37.6687,39.6479,"16,465,765","909,448,096"
600760,2020/11/5,38.9128,39.5702,38.0009,38.5876,"11,830,927","646,921,920"
600760,2020/11/6,37.8172,38.6301,36.4176,37.075,"14,429,468","759,051,856"
600760,2020/11/9,36.7569,38.1635,36.3822,37.7535,"11,702,798","619,016,064"
600760,2020/11/10,37.6051,37.9656,36.9053,37.0962,"8,157,799","429,624,992"
600760,2020/11/11,36.9689,37.5344,36.05,36.1914,"9,361,296","485,059,392"
600760,2020/11/12,36.2691,37.1386,36.1066,36.5589,"6,342,212","328,386,816"
600760,2020/11/13,36.5589,37.9585,36.2338,37.2022,"13,031,236","685,355,968"
600760,2020/11/16,37.3082,39.0895,37.3082,37.9585,"16,219,166","873,500,560"
600760,2020/11/17,37.8172,37.8172,35.4845,35.9793,"15,690,918","800,964,560"
600760,2020/11/18,36.05,36.5731,35.5411,36.4105,"8,956,352","458,419,936"
600760,2020/11/19,36.05,39.9377,35.7036,39.4217,"28,626,637","1,561,386,368"
600760,2020/11/20,39.4147,40.9839,38.8209,39.6338,"24,906,462","1,401,177,536"
600760,2020/11/23,39.2309,40.3407,38.8775,39.5631,"15,367,450","862,572,272"
600760,2020/11/24,39.4217,40.4962,38.5028,38.7432,"14,264,049","795,731,520"
600760,2020/11/25,38.3827,38.6442,37.3224,37.3577,"10,574,050","566,184,816"
600760,2020/11/26,37.6051,38.6018,36.976,38.2837,"12,910,184","692,977,744"
600760,2020/11/27,38.312,42.1149,38.0646,42.1078,"40,142,818","2,345,954,784"
600760,2020/11/30,42.2704,44.3556,41.1465,42.9278,"40,618,660","2,477,785,152"
600760,2020/12/1,42.9278,45.4371,42.5531,44.3415,"27,788,437","1,737,396,736"
600760,2020/12/2,43.8255,45.5502,43.4721,44.1153,"24,746,237","1,555,092,480"
600760,2020/12/3,43.9669,44.4899,43.5074,44.1789,"13,539,213","842,076,912"
600760,2020/12/4,43.5003,44.7444,42.539,44.3203,"17,765,696","1,098,385,648"
600760,2020/12/7,44.1648,44.6667,43.154,44.3768,"18,404,254","1,147,105,328"
600760,2020/12/8,43.9739,46.1581,43.1964,43.8962,"17,697,262","1,111,861,552"
600760,2020/12/9,43.4014,44.3203,41.196,41.3515,"21,124,908","1,275,498,368"
600760,2020/12/10,41.5847,43.8043,41.3515,43.0409,"18,489,986","1,117,519,248"
600760,2020/12/11,43.0621,43.26,40.998,41.7968,"12,294,437","727,999,840"
600760,2020/12/14,41.6484,45.8047,41.6484,44.7798,"23,668,393","1,490,003,216"
600760,2020/12/15,45.2322,46.9003,44.285,45.6845,"22,533,439","1,460,838,960"
600760,2020/12/16,45.2392,46.1793,44.2637,45.1332,"17,609,017","1,122,375,424"
600760,2020/12/17,44.603,45.0625,43.2459,44.808,"14,152,015","887,277,248"
600760,2020/12/18,44.6242,45.1685,43.5781,43.9174,"13,843,175","869,522,624"
600760,2020/12/21,44.9494,47.6214,44.1789,47.5012,"24,696,175","1,617,757,888"
600760,2020/12/22,47.275,48.512,46.4409,46.4409,"19,592,274","1,316,382,624"
600760,2020/12/23,46.9357,51.085,46.0875,51.085,"31,329,273","2,176,910,288"
600760,2020/12/24,52.1665,55.8492,51.0708,51.6787,"40,392,181","3,055,425,408"
600760,2020/12/25,52.3078,53.248,50.1307,52.732,"23,332,505","1,712,935,184"
600760,2020/12/28,52.6613,54.7819,50.7528,51.7777,"29,328,416","2,163,628,096"
600760,2020/12/29,51.5232,52.3078,49.7631,50.7528,"19,168,691","1,386,238,800"
600760,2020/12/30,50.4205,53.8276,50.3993,52.0958,"22,879,951","1,685,146,864"
600760,2020/12/31,51.8837,55.7573,51.5303,55.2625,"25,738,292","1,956,650,976"
600760,2021/1/4,57.468,60.7902,56.549,60.7902,"31,054,031","2,603,661,808"
600760,2021/1/5,61.4971,66.3037,60.7902,63.2501,"36,072,376","3,217,672,416"
600760,2021/1/6,62.4018,67.6185,62.0413,65.5898,"28,894,621","2,668,129,696"
600760,2021/1/7,64.4871,70.7923,63.9711,68.2123,"31,230,421","2,977,565,216"
600760,2021/1/8,68.0002,69.838,64.3387,67.4701,"27,811,482","2,621,213,808"
600760,2021/1/11,69.2019,69.5906,61.4971,62.3665,"36,374,545","3,357,092,352"
600760,2021/1/12,62.8472,66.1129,62.8472,65.7736,"27,720,618","2,535,582,912"
600760,2021/1/13,66.3532,68.078,63.038,64.2892,"31,128,534","2,879,020,928"
600760,2021/1/14,62.9108,62.9108,57.8638,57.9698,"40,520,744","3,380,046,912"
600760,2021/1/15,57.9698,59.3694,55.7644,59.0937,"28,304,966","2,319,659,744"
600760,2021/1/18,59.0937,61.3416,58.3233,60.3661,"26,750,228","2,277,732,800"
600760,2021/1/19,59.2917,60.4721,56.8176,57.6659,"26,954,815","2,225,004,544"
600760,2021/1/20,57.2559,59.9702,56.7611,59.2422,"21,682,706","1,798,007,552"
600760,2021/1/21,59.1786,60.3166,57.8921,59.5461,"28,011,866","2,343,208,544"
600760,2021/1/22,59.0937,61.4617,58.1536,61.4547,"33,124,378","2,804,715,424"
600760,2021/1/25,62.9108,67.3782,62.826,64.0842,"38,823,947","3,566,097,616"
600760,2021/1/26,62.826,63.4551,57.6729,57.6729,"33,831,207","2,840,004,304"
600760,2021/1/27,56.6197,58.302,55.6937,56.9661,"19,013,031","1,530,008,432"
600760,2021/1/28,55.6301,57.475,54.69,55.3615,"19,374,684","1,536,292,432"
600760,2021/1/29,55.7715,56.3935,52.9652,54.3295,"19,985,173","1,546,696,848"
