÷§»Ø¥˙¬Î,÷§»Ø√˚≥∆,Ωª“◊ ±º‰,ø™≈Ãº€,◊Ó∏ﬂº€,◊ÓµÕº€, ’≈Ãº€,’«µ¯,’«µ¯∑˘%,≥…Ωª¡ø,≥…Ωª∂Ó
600760,÷–∫Ω…Ú∑…,2022-01-11,62.9816,63.0114,61.0941,61.4517,-1.3113,-2.0893,"9,252,702","575,290,736"
600760,÷–∫Ω…Ú∑…,2022-01-12,61.4915,62.8524,61.4517,62.7829,1.3312,2.1662,"8,833,648","553,579,648"
600760,÷–∫Ω…Ú∑…,2022-01-13,62.7829,62.9518,61.4915,61.5511,-1.2318,-1.9620,"6,592,754","411,124,288"
600760,÷–∫Ω…Ú∑…,2022-01-14,61.1934,61.7398,59.5444,59.6040,-1.9471,-3.1633,"13,703,962","832,862,192"
600760,÷–∫Ω…Ú∑…,2022-01-17,59.7133,61.2530,59.3060,61.1239,1.5199,2.5500,"10,416,969","633,310,208"
600760,÷–∫Ω…Ú∑…,2022-01-18,60.7663,61.8193,60.5577,61.4021,0.2782,0.4551,"7,431,560","458,617,808"
600760,÷–∫Ω…Ú∑…,2022-01-19,61.4021,61.4021,57.6172,58.5609,-2.8411,-4.6271,"15,008,249","891,019,472"
600760,÷–∫Ω…Ú∑…,2022-01-20,58.6106,58.8093,55.7397,56.3953,-2.1656,-3.6980,"24,649,802","1,410,150,448"
600760,÷–∫Ω…Ú∑…,2022-01-21,52.3522,53.5939,50.7528,52.7297,-3.6656,-6.4999,"43,624,493","2,282,349,168"
600760,÷–∫Ω…Ú∑…,2022-01-24,52.6999,54.3191,51.8555,53.4449,0.7152,1.3564,"17,953,169","958,601,200"
600760,÷–∫Ω…Ú∑…,2022-01-25,53.9416,54.8953,52.7992,52.8191,-0.6258,-1.1710,"15,416,984","835,744,512"
600760,÷–∫Ω…Ú∑…,2022-01-26,52.7992,53.6138,51.2594,52.4317,-0.3874,-0.7335,"12,567,944","663,452,064"
600760,÷–∫Ω…Ú∑…,2022-01-27,52.4118,52.9383,50.7727,50.9118,-1.5199,-2.8988,"9,416,950","490,299,104"
600760,÷–∫Ω…Ú∑…,2022-01-28,51.2594,52.1535,50.5641,51.2594,0.3477,0.6829,"9,740,978","504,264,704"
600760,÷–∫Ω…Ú∑…,2022-02-07,52.3522,52.5509,51.1899,51.4085,0.1490,0.2907,"7,772,915","403,995,008"
600760,÷–∫Ω…Ú∑…,2022-02-08,51.7561,51.7561,49.9978,51.7561,0.3477,0.6763,"9,010,273","462,258,096"
600760,÷–∫Ω…Ú∑…,2022-02-09,51.5575,52.9482,51.1800,52.6800,0.9239,1.7850,"13,015,967","684,843,200"
600760,÷–∫Ω…Ú∑…,2022-02-10,52.6899,53.6436,52.2131,52.7495,0.0695,0.1320,"11,803,413","628,137,264"
600760,÷–∫Ω…Ú∑…,2022-02-11,52.5509,53.0078,51.2992,51.5475,-1.2020,-2.2787,"8,578,406","450,701,840"
600760,÷–∫Ω…Ú∑…,2022-02-14,52.1535,53.6436,51.8356,52.7992,1.2517,2.4282,"14,391,457","765,243,008"
600760,÷–∫Ω…Ú∑…,2022-02-15,52.7793,54.2893,52.6005,53.8522,1.0530,1.9944,"16,176,629","874,236,640"
600760,÷–∫Ω…Ú∑…,2022-02-16,53.3953,53.3953,51.9548,52.3124,-1.5398,-2.8592,"16,913,555","892,698,368"
600760,÷–∫Ω…Ú∑…,2022-02-17,52.1535,54.1204,51.9350,53.6039,1.2914,2.4687,"16,153,541","863,590,720"
600760,÷–∫Ω…Ú∑…,2022-02-18,53.1469,53.1568,52.0542,52.5906,-1.0133,-1.8903,"13,012,730","686,835,184"
600760,÷–∫Ω…Ú∑…,2022-02-21,52.6502,53.4449,52.1734,52.5310,-0.0596,-0.1133,"10,692,102","566,910,016"
600760,÷–∫Ω…Ú∑…,2022-02-22,53.3655,53.5939,51.1104,51.9250,-0.6060,-1.1536,"14,983,014","785,604,704"
600760,÷–∫Ω…Ú∑…,2022-02-23,51.8356,54.0410,51.4085,53.9814,2.0563,3.9602,"24,780,216","1,326,434,480"
600760,÷–∫Ω…Ú∑…,2022-02-24,53.7429,57.4682,53.0873,56.1768,2.1954,4.0670,"44,056,404","2,446,662,048"
600760,÷–∫Ω…Ú∑…,2022-02-25,54.6370,56.0774,53.4449,55.3324,-0.8444,-1.5031,"24,702,078","1,365,843,248"
600760,÷–∫Ω…Ú∑…,2022-02-28,56.0278,56.5741,55.1734,55.6701,0.3378,0.6104,"20,035,907","1,129,332,496"
600760,÷–∫Ω…Ú∑…,2022-03-01,56.1867,58.4914,55.5907,57.6470,1.9769,3.5510,"28,159,256","1,621,981,904"
600760,÷–∫Ω…Ú∑…,2022-03-02,57.7165,57.9748,56.4251,56.7430,-0.9040,-1.5682,"17,770,212","1,017,272,656"
600760,÷–∫Ω…Ú∑…,2022-03-03,56.8026,56.8622,54.8059,54.8655,-1.8775,-3.3088,"15,774,874","877,511,040"
600760,÷–∫Ω…Ú∑…,2022-03-04,54.8357,55.2231,53.5045,53.9714,-0.8941,-1.6295,"12,967,915","707,530,560"
600760,÷–∫Ω…Ú∑…,2022-03-07,54.4681,54.7562,53.1668,53.2164,-0.7550,-1.3989,"12,664,482","685,692,944"
600760,÷–∫Ω…Ú∑…,2022-03-08,52.7992,53.4449,50.5939,50.7131,-2.5034,-4.7041,"14,509,285","757,222,848"
600760,÷–∫Ω…Ú∑…,2022-03-09,50.9118,51.3190,47.1368,51.0508,0.3378,0.6660,"21,994,669","1,090,295,248"
600760,÷–∫Ω…Ú∑…,2022-03-10,51.5873,53.9416,51.5873,53.0277,1.9769,3.8724,"18,748,074","998,246,016"
600760,÷–∫Ω…Ú∑…,2022-03-11,52.4515,54.5973,51.8157,54.5377,1.5100,2.8475,"15,451,391","830,407,808"
600760,÷–∫Ω…Ú∑…,2022-03-14,53.6436,56.6139,53.4549,55.9682,1.4305,2.6230,"23,752,258","1,335,018,144"
600760,÷–∫Ω…Ú∑…,2022-03-15,55.3821,57.1205,54.6370,54.6469,-1.3212,-2.3607,"22,613,919","1,276,993,648"
600760,÷–∫Ω…Ú∑…,2022-03-16,55.4615,56.7728,53.7429,56.3755,1.7285,3.1631,"19,662,400","1,100,395,184"
600760,÷–∫Ω…Ú∑…,2022-03-17,56.8622,57.3887,55.5609,55.8291,-0.5464,-0.9692,"20,968,454","1,185,929,376"
600760,÷–∫Ω…Ú∑…,2022-03-18,55.4317,55.5311,53.9516,54.8059,-1.0232,-1.8327,"12,079,197","666,498,752"
600760,÷–∫Ω…Ú∑…,2022-03-21,54.6668,56.4251,54.6668,55.6304,0.8245,1.5044,"9,899,922","554,263,600"
600760,÷–∫Ω…Ú∑…,2022-03-22,55.5211,56.4251,54.7165,55.4814,-0.1490,-0.2679,"10,373,784","578,886,000"
600760,÷–∫Ω…Ú∑…,2022-03-23,55.1436,59.3855,55.0145,58.3623,2.8809,5.1925,"25,985,180","1,511,923,952"
600760,÷–∫Ω…Ú∑…,2022-03-24,57.6172,59.9020,57.4185,58.7199,0.3576,0.6128,"18,501,229","1,099,011,024"
600760,÷–∫Ω…Ú∑…,2022-03-25,58.7298,62.1272,58.3623,59.4053,0.6854,1.1673,"19,073,858","1,160,011,072"
600760,÷–∫Ω…Ú∑…,2022-03-28,58.5212,59.9616,58.1934,58.4715,-0.9338,-1.5719,"8,654,241","512,832,400"
600760,÷–∫Ω…Ú∑…,2022-03-29,60.5875,60.9948,57.3689,57.4781,-0.9934,-1.6989,"20,334,610","1,207,438,976"
600760,÷–∫Ω…Ú∑…,2022-03-30,57.4185,57.7861,55.8788,56.9715,-0.5066,-0.8814,"18,148,347","1,036,919,712"
600760,÷–∫Ω…Ú∑…,2022-03-31,56.6536,56.8026,55.2827,55.9185,-1.0530,-1.8483,"10,727,352","603,675,200"
600760,÷–∫Ω…Ú∑…,2022-04-01,55.5807,56.3556,55.2926,56.1172,0.1987,0.3553,"8,740,878","492,318,384"
600760,÷–∫Ω…Ú∑…,2022-04-06,55.8986,55.9284,52.3721,52.9979,-3.1193,-5.5585,"16,955,931","912,000,032"
600760,÷–∫Ω…Ú∑…,2022-04-07,52.8986,55.3125,52.6502,53.8025,0.8047,1.5183,"14,059,983","768,749,920"
600760,÷–∫Ω…Ú∑…,2022-04-08,53.5939,54.2396,52.5012,53.0277,-0.7749,-1.4402,"9,311,055","499,978,832"
600760,÷–∫Ω…Ú∑…,2022-04-11,52.7396,52.9681,50.6535,50.9714,-2.0563,-3.8779,"12,618,917","651,908,496"
600760,÷–∫Ω…Ú∑…,2022-04-12,50.9614,51.0608,49.1832,50.8223,-0.1490,-0.2923,"12,012,697","604,695,136"
600760,÷–∫Ω…Ú∑…,2022-04-13,50.4647,50.8521,49.7793,50.1369,-0.6854,-1.3487,"6,726,905","341,019,152"
600760,÷–∫Ω…Ú∑…,2022-04-14,49.9680,51.7859,49.6799,51.4482,1.3113,2.6154,"9,197,295","471,338,704"
600760,÷–∫Ω…Ú∑…,2022-04-15,50.8621,52.6303,50.3356,51.9747,0.5265,1.0234,"11,237,210","584,777,136"
600760,÷–∫Ω…Ú∑…,2022-04-18,51.4581,53.5641,51.3389,53.2661,1.2914,2.4847,"12,903,188","686,655,680"
600760,÷–∫Ω…Ú∑…,2022-04-19,52.9482,53.8125,52.7694,53.6436,0.3775,0.7087,"8,251,994","443,257,648"
600760,÷–∫Ω…Ú∑…,2022-04-20,53.5244,53.8323,52.4615,53.4350,-0.2086,-0.3889,"9,050,422","485,008,688"
600760,÷–∫Ω…Ú∑…,2022-04-21,52.9482,54.2098,51.3687,51.4482,-1.9868,-3.7182,"8,080,304","427,708,080"
600760,÷–∫Ω…Ú∑…,2022-04-22,51.2892,51.5575,50.2660,50.3654,-1.0828,-2.1047,"7,036,457","359,556,976"
600760,÷–∫Ω…Ú∑…,2022-04-25,49.9184,49.9184,46.6600,46.6898,-3.6756,-7.2978,"11,424,069","552,259,744"
600760,÷–∫Ω…Ú∑…,2022-04-26,46.9878,47.5243,42.7162,43.2328,-3.4570,-7.4043,"13,784,526","618,473,776"
600760,÷–∫Ω…Ú∑…,2022-04-27,42.7162,47.0971,42.3784,46.6699,3.4372,7.9504,"17,148,632","778,021,216"
600760,÷–∫Ω…Ú∑…,2022-04-28,45.9944,48.7759,45.9746,47.0574,0.3874,0.8301,"10,720,587","511,048,080"
600760,÷–∫Ω…Ú∑…,2022-04-29,47.3951,49.8389,46.9878,49.5707,2.5133,5.3409,"11,914,249","582,559,424"
600760,÷–∫Ω…Ú∑…,2022-05-05,50.0674,53.8323,49.7097,52.2528,2.6822,5.4108,"20,332,892","1,070,291,568"
600760,÷–∫Ω…Ú∑…,2022-05-06,50.7925,53.7429,50.7627,52.4515,0.1987,0.3802,"14,100,878","742,864,560"
600760,÷–∫Ω…Ú∑…,2022-05-09,52.8688,54.8257,52.4515,54.7363,2.2848,4.3561,"17,168,648","931,392,352"
600760,÷–∫Ω…Ú∑…,2022-05-10,53.8920,55.8192,53.4449,55.2132,0.4768,0.8712,"16,989,462","937,073,184"
600760,÷–∫Ω…Ú∑…,2022-05-11,55.5311,56.1271,53.7529,54.2595,-0.9537,-1.7272,"19,298,177","1,067,637,440"
600760,÷–∫Ω…Ú∑…,2022-05-12,53.7231,55.5609,53.7231,55.3423,1.0828,1.9956,"12,595,624","694,752,096"
600760,÷–∫Ω…Ú∑…,2022-05-13,55.3423,55.5708,54.4483,54.7363,-0.6060,-1.0950,"6,774,629","373,427,568"
600760,÷–∫Ω…Ú∑…,2022-05-16,55.6403,55.9483,54.0112,54.1006,-0.6358,-1.1615,"7,202,829","397,042,448"
600760,÷–∫Ω…Ú∑…,2022-05-17,54.1006,55.0840,53.5641,54.6171,0.5166,0.9548,"6,812,783","373,654,032"
600760,÷–∫Ω…Ú∑…,2022-05-18,54.8357,55.2132,53.9714,54.3390,-0.2782,-0.5093,"7,107,478","390,266,448"
600760,÷–∫Ω…Ú∑…,2022-05-19,53.6535,54.7363,53.1767,54.3887,0.0497,0.0914,"11,211,109","607,668,208"
600760,÷–∫Ω…Ú∑…,2022-05-20,54.3887,55.5112,54.1900,54.9648,0.5762,1.0594,"8,626,371","475,898,688"
600760,÷–∫Ω…Ú∑…,2022-05-23,54.6370,55.1138,53.4350,54.9350,-0.0298,-0.0542,"10,393,919","566,026,336"
600760,÷–∫Ω…Ú∑…,2022-05-24,54.9350,56.4947,52.0939,52.0939,-2.8411,-5.1718,"20,380,404","1,111,991,088"
600760,÷–∫Ω…Ú∑…,2022-05-25,51.9250,53.6933,51.6667,53.0476,0.9537,1.8307,"10,969,140","584,608,352"
600760,÷–∫Ω…Ú∑…,2022-05-26,52.9800,55.4100,52.9800,54.1800,1.1324,2.1348,"15,616,162","850,227,072"
600760,÷–∫Ω…Ú∑…,2022-05-27,54.7300,55.2600,53.9000,54.1100,-0.0700,-0.1292,"11,349,548","619,662,976"
600760,÷–∫Ω…Ú∑…,2022-05-30,54.2000,55.2000,53.9000,55.0600,0.9500,1.7557,"8,584,606","469,119,040"
600760,÷–∫Ω…Ú∑…,2022-05-31,55.0600,56.1000,54.7000,55.8700,0.8100,1.4711,"11,264,182","625,972,704"
600760,÷–∫Ω…Ú∑…,2022-06-01,55.6000,58.1200,55.3100,57.0000,1.1300,2.0226,"16,568,477","947,263,424"
600760,÷–∫Ω…Ú∑…,2022-06-02,56.8000,57.7900,56.1700,57.2300,0.2300,0.4035,"9,623,843","548,813,488"
600760,÷–∫Ω…Ú∑…,2022-06-06,57.2400,58.0700,56.2400,57.9200,0.6900,1.2057,"11,602,438","665,151,856"
600760,÷–∫Ω…Ú∑…,2022-06-07,57.6000,59.2600,57.6000,58.5600,0.6400,1.1050,"13,172,752","770,505,808"
600760,÷–∫Ω…Ú∑…,2022-06-08,58.2000,58.4800,55.7800,56.9500,-1.6100,-2.7493,"17,716,517","1,007,837,376"
600760,÷–∫Ω…Ú∑…,2022-06-09,56.9500,57.2400,55.5500,55.9100,-1.0400,-1.8262,"11,306,204","636,015,168"
600760,÷–∫Ω…Ú∑…,2022-06-10,56.0700,58.5000,56.0500,58.4200,2.5100,4.4894,"17,251,518","998,936,928"
600760,÷–∫Ω…Ú∑…,2022-06-13,58.7500,59.5500,57.0900,59.1600,0.7400,1.2667,"17,956,610","1,051,571,728"
600760,÷–∫Ω…Ú∑…,2022-06-14,57.8000,58.4500,56.3500,57.4200,-1.7400,-2.9412,"12,735,421","728,449,120"
600760,÷–∫Ω…Ú∑…,2022-06-15,57.4800,58.4100,57.1800,57.4200,0.0000,0.0000,"10,445,431","604,424,880"
600760,÷–∫Ω…Ú∑…,2022-06-16,57.4200,58.3100,56.6000,57.0200,-0.4000,-0.6966,"8,189,634","470,540,192"
600760,÷–∫Ω…Ú∑…,2022-06-17,56.7700,57.2900,55.8700,56.9300,-0.0900,-0.1578,"11,413,804","644,927,504"
600760,÷–∫Ω…Ú∑…,2022-06-20,57.3000,58.5000,56.6300,57.6800,0.7500,1.3174,"11,150,871","644,532,000"
600760,÷–∫Ω…Ú∑…,2022-06-21,58.0000,58.0000,56.0600,56.4200,-1.2600,-2.1845,"9,213,469","522,570,480"
600760,÷–∫Ω…Ú∑…,2022-06-22,56.4200,56.8800,55.3200,55.3700,-1.0500,-1.8610,"7,680,174","430,371,136"
600760,÷–∫Ω…Ú∑…,2022-06-23,55.1700,59.1000,55.0300,58.9800,3.6100,6.5198,"23,316,576","1,345,169,184"
600760,÷–∫Ω…Ú∑…,2022-06-24,59.2000,60.9800,59.2000,59.4800,0.5000,0.8477,"21,821,245","1,310,354,032"
600760,÷–∫Ω…Ú∑…,2022-06-27,60.0000,60.0000,58.5800,59.0000,-0.4800,-0.8070,"14,137,440","836,040,336"
600760,÷–∫Ω…Ú∑…,2022-06-28,59.0300,61.2200,59.0300,60.7500,1.7500,2.9661,"22,992,878","1,392,913,584"
600760,÷–∫Ω…Ú∑…,2022-06-29,60.2800,61.2000,59.3600,59.3800,-1.3700,-2.2551,"12,038,731","724,631,824"
600760,÷–∫Ω…Ú∑…,2022-06-30,59.5100,61.1000,58.8400,60.4500,1.0700,1.8020,"13,500,993","813,610,288"
600760,÷–∫Ω…Ú∑…,2022-07-01,60.4500,62.8000,60.4500,61.6800,1.2300,2.0347,"16,802,987","1,037,446,624"
600760,÷–∫Ω…Ú∑…,2022-07-04,61.9700,63.9800,61.0000,63.4100,1.7300,2.8048,"19,038,410","1,202,712,448"
600760,÷–∫Ω…Ú∑…,2022-07-05,63.0100,63.3800,60.6800,62.0000,-1.4100,-2.2236,"16,719,169","1,032,752,976"
600760,÷–∫Ω…Ú∑…,2022-07-06,61.3700,62.3000,60.3600,61.4800,-0.5200,-0.8387,"13,413,943","823,207,552"
600760,÷–∫Ω…Ú∑…,2022-07-07,61.1500,62.6600,61.1500,61.7700,0.2900,0.4717,"13,015,150","806,376,224"
600760,÷–∫Ω…Ú∑…,2022-07-08,61.5000,62.4700,60.5100,61.3600,-0.4100,-0.6638,"9,725,239","596,832,000"
600760,÷–∫Ω…Ú∑…,2022-07-11,61.2500,61.2500,59.5000,60.3800,-0.9800,-1.5971,"10,428,936","626,718,624"
600760,÷–∫Ω…Ú∑…,2022-07-12,60.3700,62.3400,59.9000,59.9200,-0.4600,-0.7618,"11,889,323","724,765,216"
600760,÷–∫Ω…Ú∑…,2022-07-13,59.3800,59.8100,58.1800,58.5000,-1.4200,-2.3698,"11,685,855","686,473,328"
600760,÷–∫Ω…Ú∑…,2022-07-14,58.7300,60.2100,58.5100,59.5100,1.0100,1.7265,"9,250,365","550,901,584"
600760,÷–∫Ω…Ú∑…,2022-07-15,59.3400,60.2500,58.3600,58.4700,-1.0400,-1.7476,"9,233,715","545,397,920"
600760,÷–∫Ω…Ú∑…,2022-07-18,58.3500,58.6500,56.4300,57.4900,-0.9800,-1.6761,"14,494,205","827,476,464"
600760,÷–∫Ω…Ú∑…,2022-07-19,57.6200,58.0800,56.8100,57.8200,0.3300,0.5740,"10,401,663","597,385,984"
600760,÷–∫Ω…Ú∑…,2022-07-20,57.8900,59.8900,57.8900,59.8700,2.0500,3.5455,"18,685,541","1,103,252,480"
600760,÷–∫Ω…Ú∑…,2022-07-21,59.7500,59.7500,57.5400,57.5600,-2.3100,-3.8584,"17,261,539","1,003,878,032"
600760,÷–∫Ω…Ú∑…,2022-07-22,57.7700,58.2600,56.5700,57.4100,-0.1500,-0.2606,"9,040,168","517,218,336"
600760,÷–∫Ω…Ú∑…,2022-07-25,58.5000,59.1000,57.4200,57.7000,0.2900,0.5051,"10,029,750","583,073,920"
600760,÷–∫Ω…Ú∑…,2022-07-26,57.9500,59.1700,57.2800,58.8800,1.1800,2.0451,"12,928,964","758,226,016"
600760,÷–∫Ω…Ú∑…,2022-07-27,58.6000,62.1200,58.6000,61.0600,2.1800,3.7024,"25,000,413","1,522,749,056"
600760,÷–∫Ω…Ú∑…,2022-07-28,61.0600,62.0000,60.2800,61.8500,0.7900,1.2938,"15,339,452","938,778,272"
600760,÷–∫Ω…Ú∑…,2022-07-29,61.2700,61.6000,60.1900,61.1600,-0.6900,-1.1156,"12,705,931","773,438,208"
600760,÷–∫Ω…Ú∑…,2022-08-01,61.5000,62.0500,59.8500,60.5800,-0.5800,-0.9483,"12,303,278","745,701,808"
600760,÷–∫Ω…Ú∑…,2022-08-02,61.9900,62.5000,60.1000,61.0400,0.4600,0.7593,"27,554,272","1,691,655,984"
600760,÷–∫Ω…Ú∑…,2022-08-03,60.0000,65.3000,59.8000,64.5000,3.4600,5.6684,"40,919,643","2,610,511,168"
600760,÷–∫Ω…Ú∑…,2022-08-04,64.6100,65.1200,62.5100,63.4000,-1.1000,-1.7054,"21,790,461","1,390,268,304"
600760,÷–∫Ω…Ú∑…,2022-08-05,63.0500,64.6000,61.5800,63.0000,-0.4000,-0.6309,"18,414,088","1,158,517,728"
600760,÷–∫Ω…Ú∑…,2022-08-08,62.6600,64.9900,62.6200,64.4700,1.4700,2.3333,"16,196,546","1,042,256,624"
600760,÷–∫Ω…Ú∑…,2022-08-09,63.9900,67.7900,63.8300,67.0200,2.5500,3.9553,"25,260,583","1,665,569,936"
600760,÷–∫Ω…Ú∑…,2022-08-10,66.9100,69.2500,66.6600,67.6000,0.5800,0.8654,"21,292,215","1,451,333,536"
600760,÷–∫Ω…Ú∑…,2022-08-11,67.0800,68.2900,66.0000,67.8700,0.2700,0.3994,"12,402,991","838,178,880"
600760,÷–∫Ω…Ú∑…,2022-08-12,67.0100,68.7000,66.0700,66.1000,-1.7700,-2.6079,"12,945,607","867,244,112"
600760,÷–∫Ω…Ú∑…,2022-08-15,66.0000,66.7900,65.6500,66.1700,0.0700,0.1059,"8,098,872","535,547,840"
600760,÷–∫Ω…Ú∑…,2022-08-16,66.3000,67.0200,65.7600,66.1600,-0.0100,-0.0151,"6,621,152","438,636,048"
600760,÷–∫Ω…Ú∑…,2022-08-17,65.9800,66.2000,64.4100,65.0400,-1.1200,-1.6929,"9,829,371","638,729,088"
600760,÷–∫Ω…Ú∑…,2022-08-18,65.0400,65.7000,63.8500,65.1900,0.1500,0.2306,"8,265,268","535,132,656"
600760,÷–∫Ω…Ú∑…,2022-08-19,64.9500,65.7700,63.5100,63.5500,-1.6400,-2.5157,"7,739,190","497,894,240"
600760,÷–∫Ω…Ú∑…,2022-08-22,63.1100,65.0500,62.5000,64.7800,1.2300,1.9355,"7,314,742","470,128,544"
600760,÷–∫Ω…Ú∑…,2022-08-23,64.5500,64.8000,62.6200,63.7100,-1.0700,-1.6517,"9,218,041","585,330,848"
600760,÷–∫Ω…Ú∑…,2022-08-24,63.6400,63.6400,61.0600,61.3200,-2.3900,-3.7514,"9,200,099","569,316,560"
600760,÷–∫Ω…Ú∑…,2022-08-25,61.3900,61.8700,60.5300,61.4900,0.1700,0.2772,"7,624,836","466,626,544"
600760,÷–∫Ω…Ú∑…,2022-08-26,61.6100,62.2500,60.2100,60.6600,-0.8300,-1.3498,"8,667,671","530,047,776"
600760,÷–∫Ω…Ú∑…,2022-08-29,60.0000,61.7900,59.3800,61.6300,0.9700,1.5991,"9,149,848","559,290,320"
600760,÷–∫Ω…Ú∑…,2022-08-30,61.0000,61.1000,59.3800,59.6300,-2.0000,-3.2452,"10,235,834","612,729,200"
600760,÷–∫Ω…Ú∑…,2022-08-31,59.9200,60.1300,58.1800,58.7600,-0.8700,-1.4590,"9,131,617","538,120,608"
600760,÷–∫Ω…Ú∑…,2022-09-01,58.7600,59.5800,57.9000,58.5800,-0.1800,-0.3063,"10,240,615","599,726,640"
600760,÷–∫Ω…Ú∑…,2022-09-02,58.1800,59.3000,57.6000,58.6400,0.0600,0.1024,"7,929,956","463,432,304"
600760,÷–∫Ω…Ú∑…,2022-09-05,58.5000,59.3000,57.6700,58.1100,-0.5300,-0.9038,"5,673,299","331,524,800"
600760,÷–∫Ω…Ú∑…,2022-09-06,58.7000,63.9200,58.7000,62.5200,4.4100,7.5891,"28,199,501","1,754,513,296"
600760,÷–∫Ω…Ú∑…,2022-09-07,62.1000,65.1100,61.8900,64.3100,1.7900,2.8631,"19,493,407","1,240,904,624"
600760,÷–∫Ω…Ú∑…,2022-09-08,64.1600,65.9900,64.1600,65.2400,0.9300,1.4461,"15,204,314","994,711,024"
600760,÷–∫Ω…Ú∑…,2022-09-09,64.9900,66.9800,64.5800,65.7000,0.4600,0.7051,"14,740,235","970,644,688"
600760,÷–∫Ω…Ú∑…,2022-09-13,66.0000,68.1000,65.4900,67.6300,1.9300,2.9376,"16,656,451","1,116,693,376"
600760,÷–∫Ω…Ú∑…,2022-09-14,67.2400,68.0800,66.5500,67.3200,-0.3100,-0.4584,"10,442,083","703,223,552"
